datetimestart,datetimestop,provider,server,distance,ping,download,upload
2017-10-20 08:00:01,2017-10-20 08:00:30,Telstra Internet,AARNet (Brisbane),5.31,16.791,25.88,1.61
2017-10-20 08:30:01,2017-10-20 08:30:27,Telstra Internet,Telstra (Brisbane),5.31,15.981,34.53,1.23
2017-10-20 09:00:01,2017-10-20 09:00:28,Telstra Internet,Telstra (Brisbane),5.31,17.743,29.43,0.97
2017-10-20 09:30:01,2017-10-20 09:30:27,Telstra Internet,Telstra (Brisbane),5.31,13.276,35.39,1.21
2017-10-20 10:00:01,2017-10-20 10:00:26,Telstra Internet,Telstra (Brisbane),5.31,15.321,34.43,1.27
2017-10-20 10:30:01,2017-10-20 10:30:29,Telstra Internet,Foxtel Broadband (Brisbane),5.31,16.527,31.89,0.8
2017-10-20 11:00:01,2017-10-20 11:00:36,Telstra Internet,Telstra (Brisbane),5.31,12.791,34.62,1.07
2017-10-20 11:30:01,2017-10-20 11:30:27,Telstra Internet,Telstra (Brisbane),5.31,17.599,34.64,1.18
2017-10-20 12:30:01,2017-10-20 12:30:27,Telstra Internet,Telstra (Brisbane),5.31,14.673,33.96,1.12
2017-10-20 13:30:01,2017-10-20 13:30:27,Telstra Internet,Telstra (Brisbane),5.31,16.329,34.55,1.17
2017-10-20 14:30:01,2017-10-20 14:30:29,Telstra Internet,Foxtel Broadband (Brisbane),5.31,16.995,29.32,1.17
2017-10-20 15:00:01,2017-10-20 15:00:37,Telstra Internet,Telstra (Brisbane),5.31,16.501,33.62,1.07
2017-10-20 15:30:01,2017-10-20 15:30:30,Telstra Internet,Foxtel Broadband (Brisbane),5.31,18.324,32.98,0.88
2017-10-20 16:30:01,2017-10-20 16:30:27,Telstra Internet,Internode (Brisbane),5.31,18.668,32.13,1.17
2017-10-20 17:00:01,2017-10-20 17:00:27,Telstra Internet,Telstra (Brisbane),5.31,15.695,34.11,1.16
2017-10-20 18:30:01,2017-10-20 18:30:34,Telstra Internet,AARNet (Brisbane),5.31,17.384,34.68,1.54
2017-10-20 19:00:01,2017-10-20 19:00:30,Telstra Internet,Internode (Brisbane),5.31,17.015,25.62,1.24
2017-10-20 19:30:01,2017-10-20 19:30:25,Telstra Internet,Telstra (Brisbane),5.31,16.166,33.7,1.23
2017-10-20 20:30:01,2017-10-20 20:30:38,Telstra Internet,Telstra (Brisbane),5.31,18.233,34.54,1.05
2017-10-20 21:00:01,2017-10-20 21:00:35,Telstra Internet,Telstra (Brisbane),5.31,17.825,33.46,1.07
2017-10-20 21:30:01,2017-10-20 21:30:27,Telstra Internet,Telstra (Brisbane),5.31,15.756,32.09,1.15
2017-10-20 22:00:01,2017-10-20 22:00:34,Telstra Internet,Telstra (Brisbane),5.31,15.256,32.86,1.14
2017-10-20 22:30:01,2017-10-20 22:30:29,Telstra Internet,Telstra (Brisbane),5.31,16.879,34.25,0.85
2017-10-20 23:00:01,2017-10-20 23:00:38,Telstra Internet,Telstra (Brisbane),5.31,15.322,34.37,1.04
2017-10-20 23:30:01,2017-10-20 23:30:40,Telstra Internet,AARNet (Brisbane),5.31,17.035,34.61,1.49
2017-10-21 00:00:01,2017-10-21 00:00:47,Telstra Internet,Foxtel Broadband (Brisbane),5.31,16.655,16.36,0.93
2017-10-21 00:30:01,2017-10-21 00:30:35,Telstra Internet,Telstra (Brisbane),5.31,15.91,34.18,1.02
2017-10-21 01:30:01,2017-10-21 01:30:31,Telstra Internet,Telstra (Brisbane),5.31,15.265,33.04,1.11
2017-10-21 02:30:01,2017-10-21 02:30:35,Telstra Internet,AARNet (Brisbane),5.31,17.867,30.52,1.46
2017-10-21 03:00:01,2017-10-21 03:00:33,Telstra Internet,AARNet (Brisbane),5.31,19.287,32.14,1.35
2017-10-21 03:30:01,2017-10-21 03:30:32,Telstra Internet,AARNet (Brisbane),5.31,18.041,33.9,1.38
2017-10-21 04:00:01,2017-10-21 04:00:36,Telstra Internet,'Yes' Optus (Brisbane),5.31,18.585,32.98,1.09
2017-10-21 04:30:01,2017-10-21 04:30:25,Telstra Internet,Telstra (Brisbane),5.31,17.908,34.19,1.35
2017-10-21 05:30:01,2017-10-21 05:30:31,Telstra Internet,AARNet (Brisbane),5.31,15.305,35.06,1.53
2017-10-21 06:30:01,2017-10-21 06:30:28,Telstra Internet,AARNet (Brisbane),5.31,15.302,35.04,1.7
2017-10-21 07:00:01,2017-10-21 07:00:34,Telstra Internet,Foxtel Broadband (Brisbane),5.31,16.556,33.2,1.37
2017-10-21 07:30:01,2017-10-21 07:30:30,Telstra Internet,Telstra (Brisbane),5.31,15.959,34.61,1
2017-10-21 08:00:01,2017-10-21 08:00:26,Telstra Internet,Telstra (Brisbane),5.31,16.415,34.52,1.21
2017-10-21 08:30:01,2017-10-21 08:30:29,Telstra Internet,Telstra (Brisbane),5.31,17.255,34.21,1.15
2017-10-21 09:30:01,2017-10-21 09:30:36,Telstra Internet,Telstra (Brisbane),5.31,17.915,32.23,0.83
2017-10-21 10:00:01,2017-10-21 10:00:28,Telstra Internet,Telstra (Brisbane),5.31,15.646,34.55,1.13
2017-10-21 10:30:01,2017-10-21 10:30:29,Telstra Internet,Internode (Brisbane),5.31,17.734,29.51,1.11
2017-10-21 11:00:02,2017-10-21 11:00:26,Telstra Internet,Telstra (Brisbane),5.31,17.586,32.29,1.14
2017-10-21 11:30:01,2017-10-21 11:30:31,Telstra Internet,AARNet (Brisbane),5.31,19.571,33.02,1.6
2017-10-21 12:30:01,2017-10-21 12:30:33,Telstra Internet,Telstra (Brisbane),5.31,15.964,29.67,0.91
2017-10-21 13:30:01,2017-10-21 13:30:28,Telstra Internet,Foxtel Broadband (Brisbane),5.31,17.666,34,1.13
2017-10-21 14:00:01,2017-10-21 14:00:39,Telstra Internet,Internode (Brisbane),5.31,19.54,24.82,1.22
2017-10-21 14:30:01,2017-10-21 14:30:29,Telstra Internet,AARNet (Brisbane),5.31,18.99,31.67,1.74
2017-10-21 15:00:01,2017-10-21 15:00:26,Telstra Internet,Telstra (Brisbane),5.31,17.69,34.32,1.18
2017-10-21 15:30:01,2017-10-21 15:30:34,Telstra Internet,AARNet (Brisbane),5.31,17.986,32.78,1.4
2017-10-21 16:00:01,2017-10-21 16:00:39,Telstra Internet,Telstra (Brisbane),5.31,15.583,30.39,0.85
2017-10-21 16:30:01,2017-10-21 16:30:31,Telstra Internet,Foxtel Broadband (Brisbane),5.31,17.746,32.7,0.79
2017-10-21 17:00:01,2017-10-21 17:00:36,Telstra Internet,AARNet (Brisbane),5.31,18.085,29.51,1.19
2017-10-21 17:30:02,2017-10-21 17:30:30,Telstra Internet,Foxtel Broadband (Brisbane),5.31,18.344,28.98,1.05
2017-10-21 18:00:01,2017-10-21 18:00:30,Telstra Internet,AARNet (Brisbane),5.31,17.903,32.18,1.69
2017-10-21 18:30:01,2017-10-21 18:30:26,Telstra Internet,Telstra (Brisbane),5.31,18.581,30.04,0.91
2017-10-21 19:00:02,2017-10-21 19:00:29,Telstra Internet,Telstra (Brisbane),5.31,21.813,33.52,1.04
2017-10-21 19:30:01,2017-10-21 19:30:26,Telstra Internet,Internode (Brisbane),5.31,17.295,25.4,1.09
2017-10-21 20:00:01,2017-10-21 20:00:32,Telstra Internet,AARNet (Brisbane),5.31,16.928,35.45,1.54
2017-10-21 20:30:01,2017-10-21 20:30:29,Telstra Internet,Internode (Brisbane),5.31,17.344,30.01,1.11
2017-10-21 21:00:01,2017-10-21 21:00:34,Telstra Internet,Telstra (Brisbane),5.31,17.079,30.62,1.03
2017-10-21 21:30:01,2017-10-21 21:30:29,Telstra Internet,Telstra (Brisbane),5.31,16.372,31.53,1
2017-10-21 22:00:01,2017-10-21 22:00:32,Telstra Internet,Foxtel Broadband (Brisbane),5.31,18.752,29.4,0.97
2017-10-21 22:30:01,2017-10-21 22:30:30,Telstra Internet,AARNet (Brisbane),5.31,16.952,31.29,1.69
2017-10-21 23:00:01,2017-10-21 23:00:28,Telstra Internet,Telstra (Brisbane),5.31,17.033,33.61,1.15
2017-10-21 23:30:01,2017-10-21 23:30:31,Telstra Internet,Telstra (Brisbane),5.31,18.632,34.65,1.1
2017-10-22 00:00:01,2017-10-22 00:00:26,Telstra Internet,Telstra (Brisbane),5.31,15.454,34.33,1.3
2017-10-22 00:30:01,2017-10-22 00:30:31,Telstra Internet,AARNet (Brisbane),5.31,17.464,28.31,1.53
2017-10-22 01:30:01,2017-10-22 01:30:29,Telstra Internet,Telstra (Brisbane),5.31,15.988,33.54,1.13
2017-10-22 02:00:01,2017-10-22 02:00:36,Telstra Internet,Telstra (Brisbane),5.31,16.161,35.04,1.15
2017-10-22 02:30:01,2017-10-22 02:30:36,Telstra Internet,Telstra (Brisbane),5.31,15.696,34.88,1.05
2017-10-22 03:30:01,2017-10-22 03:30:29,Telstra Internet,Telstra (Brisbane),5.31,16.015,35,1.04
2017-10-22 04:30:01,2017-10-22 04:30:27,Telstra Internet,Telstra (Brisbane),5.31,13.878,34.73,1.22
2017-10-22 05:30:01,2017-10-22 05:30:29,Telstra Internet,Telstra (Brisbane),5.31,16.282,34.26,1.2
2017-10-22 06:30:01,2017-10-22 06:30:27,Telstra Internet,Telstra (Brisbane),5.31,13.949,34.89,1.18
2017-10-22 07:30:01,2017-10-22 07:30:32,Telstra Internet,AARNet (Brisbane),5.31,15.294,35.08,1.52
2017-10-22 08:00:01,2017-10-22 08:00:34,Telstra Internet,Telstra (Brisbane),5.31,14.656,34.86,1.33
2017-10-22 08:30:01,2017-10-22 08:30:27,Telstra Internet,Telstra (Brisbane),5.31,13.309,35.03,1.15
2017-10-22 09:00:01,2017-10-22 09:00:32,Telstra Internet,Foxtel Broadband (Brisbane),5.31,18.303,30.37,1.23
2017-10-22 09:30:01,2017-10-22 09:30:31,Telstra Internet,Telstra (Brisbane),5.31,17.096,34.85,1.01
2017-10-22 10:30:01,2017-10-22 10:30:35,Telstra Internet,Telstra (Brisbane),5.31,17,33.58,0.76
2017-10-22 11:00:01,2017-10-22 11:00:29,Telstra Internet,Telstra (Brisbane),5.31,16.296,34.61,0.98
2017-10-22 11:30:01,2017-10-22 11:30:36,Telstra Internet,Telstra (Brisbane),5.31,17.419,34.77,0.94
2017-10-22 12:00:01,2017-10-22 12:00:38,Telstra Internet,Telstra (Brisbane),5.31,16.892,31.29,1.01
2017-10-22 12:30:01,2017-10-22 12:30:32,Telstra Internet,AARNet (Brisbane),5.31,17.504,35.27,1.69
2017-10-22 13:00:01,2017-10-22 13:00:30,Telstra Internet,Foxtel Broadband (Brisbane),5.31,17.135,29.99,1.09
2017-10-22 13:30:01,2017-10-22 13:30:27,Telstra Internet,Telstra (Brisbane),5.31,18.347,34,0.96
2017-10-22 14:00:01,2017-10-22 14:00:29,Telstra Internet,Telstra (Brisbane),5.31,15.002,34.46,1.07
2017-10-22 15:30:01,2017-10-22 15:30:27,Telstra Internet,Telstra (Brisbane),5.31,16.694,32.47,1.2
2017-10-22 16:30:01,2017-10-22 16:30:30,Telstra Internet,Foxtel Broadband (Brisbane),5.31,17.082,25.68,1.25
2017-10-22 17:00:01,2017-10-22 17:00:32,Telstra Internet,AARNet (Brisbane),5.31,17.491,32.49,1.51
2017-10-22 17:30:01,2017-10-22 17:30:29,Telstra Internet,'Yes' Optus (Brisbane),5.31,19.09,34.84,1.03
2017-10-22 18:00:01,2017-10-22 18:00:34,Telstra Internet,Internode (Brisbane),5.31,17.358,33.45,1.44
2017-10-22 18:30:01,2017-10-22 18:30:33,Telstra Internet,Telstra (Brisbane),5.31,17.931,33.97,1.03
2017-10-22 19:00:01,2017-10-22 19:00:27,Telstra Internet,Telstra (Brisbane),5.31,17.199,34.39,1.26
2017-10-22 19:30:01,2017-10-22 19:30:40,Telstra Internet,Internode (Brisbane),5.31,22.601,27.22,1.02
2017-10-22 20:00:01,2017-10-22 20:00:36,Telstra Internet,Telstra (Brisbane),5.31,18.221,33.68,1.17
2017-10-22 20:30:01,2017-10-22 20:30:36,Telstra Internet,AARNet (Brisbane),5.31,17.403,34.14,1.77
2017-10-22 21:00:01,2017-10-22 21:00:30,Telstra Internet,AARNet (Brisbane),5.31,18.761,32.59,1.75
2017-10-22 21:30:01,2017-10-22 21:30:29,Telstra Internet,Telstra (Brisbane),5.31,17.177,33.93,1.05
2017-10-22 22:00:01,2017-10-22 22:00:29,Telstra Internet,Foxtel Broadband (Brisbane),5.31,17.533,28.02,1.22
2017-10-22 22:30:01,2017-10-22 22:30:27,Telstra Internet,Telstra (Brisbane),5.31,17.379,35.24,1.18
2017-10-22 23:00:01,2017-10-22 23:00:38,Telstra Internet,Telstra (Brisbane),5.31,17.074,34.86,1.09
2017-10-22 23:30:01,2017-10-22 23:30:31,Telstra Internet,Internode (Brisbane),5.31,18.004,28.54,1.01
2017-10-23 00:00:01,2017-10-23 00:00:32,Telstra Internet,Telstra (Brisbane),5.31,17.647,33.19,1.03
2017-10-23 00:30:01,2017-10-23 00:30:30,Telstra Internet,Foxtel Broadband (Brisbane),5.31,22.54,31.26,0.88
2017-10-23 01:30:01,2017-10-23 01:30:25,Telstra Internet,Foxtel Broadband (Brisbane),5.31,17.77,35.39,1.24
2017-10-23 02:00:01,2017-10-23 02:00:29,Telstra Internet,Internode (Brisbane),5.31,18.114,33.58,1.05
2017-10-23 02:30:01,2017-10-23 02:30:38,Telstra Internet,AARNet (Brisbane),5.31,18.028,28.05,1.8
2017-10-23 03:00:01,2017-10-23 03:00:28,Telstra Internet,Telstra (Brisbane),5.31,15.738,34.33,1.14
2017-10-23 03:30:01,2017-10-23 03:30:32,Telstra Internet,Foxtel Broadband (Brisbane),5.31,15.53,35.57,1.33
2017-10-23 04:30:01,2017-10-23 04:30:37,Telstra Internet,AARNet (Brisbane),5.31,15.289,35.1,1.51
2017-10-23 05:00:01,2017-10-23 05:00:29,Telstra Internet,Telstra (Brisbane),5.31,13.584,34.68,1.12
2017-10-23 05:30:01,2017-10-23 05:30:29,Telstra Internet,Telstra (Brisbane),5.31,15.658,34.25,1.03
2017-10-23 06:30:01,2017-10-23 06:30:26,Telstra Internet,'Yes' Optus (Brisbane),5.31,18.046,35.31,1.23
2017-10-23 07:30:01,2017-10-23 07:30:39,Telstra Internet,Telstra (Brisbane),5.31,13.135,34.65,1.03
2017-10-23 08:00:01,2017-10-23 08:00:30,Telstra Internet,Telstra (Brisbane),5.31,16.355,34.24,1.02
2017-10-23 09:30:01,2017-10-23 09:30:31,Telstra Internet,Telstra (Brisbane),5.31,16.066,34.55,0.96
2017-10-23 10:00:01,2017-10-23 10:00:28,Telstra Internet,Internode (Brisbane),5.31,17.005,26.42,1.07
2017-10-23 10:30:01,2017-10-23 10:30:31,Telstra Internet,Foxtel Broadband (Brisbane),5.31,16.677,32.07,0.86
2017-10-23 11:00:01,2017-10-23 11:00:28,Telstra Internet,Telstra (Brisbane),5.31,18.46,34.25,1.13
2017-10-23 12:30:02,2017-10-23 12:30:31,Telstra Internet,Foxtel Broadband (Brisbane),5.31,16.576,27.06,0.99
2017-10-23 13:00:01,2017-10-23 13:00:30,Telstra Internet,Telstra (Brisbane),5.31,17.296,34.59,0.9
2017-10-23 13:30:01,2017-10-23 13:30:31,Telstra Internet,Telstra (Brisbane),5.31,15.272,33.76,1.06
2017-10-23 14:30:01,2017-10-23 14:30:28,Telstra Internet,AARNet (Brisbane),5.31,15.67,35.29,1.82
2017-10-23 15:00:01,2017-10-23 15:00:28,Telstra Internet,Telstra (Brisbane),5.31,16.397,34.98,1.11
2017-10-23 16:00:01,2017-10-23 16:00:32,Telstra Internet,Telstra (Brisbane),5.31,15.515,34.04,1.24
2017-10-23 16:30:02,2017-10-23 16:30:39,Telstra Internet,AARNet (Brisbane),5.31,32.888,18.13,1.14
2017-10-23 17:00:01,2017-10-23 17:00:39,Telstra Internet,Foxtel Broadband (Brisbane),5.31,20.787,30.07,0.77
2017-10-23 17:30:01,2017-10-23 17:30:43,Telstra Internet,Telstra (Brisbane),5.31,20.67,27.2,0.9
2017-10-23 18:00:01,2017-10-23 18:00:35,Telstra Internet,Internode (Brisbane),5.31,19.747,23.07,0.7
2017-10-23 18:30:01,2017-10-23 18:30:36,Telstra Internet,Telstra (Brisbane),5.31,19.035,29.26,0.96
2017-10-23 19:00:01,2017-10-23 19:00:32,Telstra Internet,Telstra (Brisbane),5.31,16.071,32.48,1.07
2017-10-23 19:30:01,2017-10-23 19:30:39,Telstra Internet,Foxtel Broadband (Brisbane),5.31,18.26,29.1,1.02
2017-10-23 21:30:01,2017-10-23 21:30:31,Telstra Internet,Telstra (Brisbane),5.31,16.362,33.45,0.87
2017-10-23 22:00:01,2017-10-23 22:00:32,Telstra Internet,Internode (Brisbane),5.31,18.29,27.73,0.81
2017-10-23 22:30:01,2017-10-23 22:30:30,Telstra Internet,AARNet (Brisbane),5.31,19.54,34.3,1.65
2017-10-23 23:00:01,2017-10-23 23:00:36,Telstra Internet,Internode (Brisbane),5.31,16.903,29.4,1.01
2017-10-23 23:30:01,2017-10-23 23:30:34,Telstra Internet,Telstra (Brisbane),5.31,15.375,33.87,1.06
2017-10-24 00:30:01,2017-10-24 00:30:29,Telstra Internet,Telstra (Brisbane),5.31,17.382,34.36,1.02
2017-10-24 01:00:02,2017-10-24 01:00:27,Telstra Internet,AARNet (Brisbane),5.31,21.858,30.05,2.11
2017-10-24 01:30:01,2017-10-24 01:30:36,Telstra Internet,Foxtel Broadband (Brisbane),5.31,17.712,29.82,1.28
2017-10-24 03:30:01,2017-10-24 03:30:29,Telstra Internet,Foxtel Broadband (Brisbane),5.31,17.748,34.21,1.11
2017-10-24 04:00:01,2017-10-24 04:00:28,Telstra Internet,AARNet (Brisbane),5.31,15.307,35.32,1.93
2017-10-24 04:30:01,2017-10-24 04:30:39,Telstra Internet,AARNet (Brisbane),5.31,15.323,35.37,1.61
2017-10-24 05:00:01,2017-10-24 05:00:40,Telstra Internet,AARNet (Brisbane),5.31,15.371,35.53,1.51
2017-10-24 05:30:01,2017-10-24 05:30:37,Telstra Internet,Telstra (Brisbane),5.31,15.796,34.59,1.09
2017-10-24 06:00:02,2017-10-24 06:00:28,Telstra Internet,Telstra (Brisbane),5.31,14.839,34.65,1.16
2017-10-24 07:00:01,2017-10-24 07:00:37,Telstra Internet,Telstra (Brisbane),5.31,18.311,34.49,0.96
2017-10-24 07:30:01,2017-10-24 07:30:28,Telstra Internet,Telstra (Brisbane),5.31,15.35,34.49,1.07
2017-10-24 09:00:01,2017-10-24 09:00:28,Telstra Internet,Foxtel Broadband (Brisbane),5.31,18.099,35.1,1.12
2017-10-24 09:30:01,2017-10-24 09:30:27,Telstra Internet,Telstra (Brisbane),5.31,15.872,33.95,1.19
2017-10-24 10:30:01,2017-10-24 10:30:29,Telstra Internet,Telstra (Brisbane),5.31,14.189,34.86,1.1
2017-10-24 11:00:01,2017-10-24 11:00:37,Telstra Internet,Telstra (Brisbane),5.31,14.228,34.14,1.07
2017-10-24 11:30:01,2017-10-24 11:30:31,Telstra Internet,Telstra (Brisbane),5.31,15.905,34.66,1.13
2017-10-24 12:30:01,2017-10-24 12:30:33,Telstra Internet,Telstra (Brisbane),5.31,14.048,34.54,1.1
2017-10-24 13:00:01,2017-10-24 13:00:29,Telstra Internet,Telstra (Brisbane),5.31,17.89,35.15,1.09
2017-10-24 14:30:01,2017-10-24 14:30:31,Telstra Internet,AARNet (Brisbane),5.31,15.362,34.89,1.69
2017-10-24 16:00:01,2017-10-24 16:00:37,Telstra Internet,Telstra (Brisbane),5.31,14.063,34.81,1.06
2017-10-24 16:30:01,2017-10-24 16:30:37,Telstra Internet,AARNet (Brisbane),5.31,14.801,35.57,1.54
2017-10-24 17:00:01,2017-10-24 17:00:28,Telstra Internet,Telstra (Brisbane),5.31,13.374,34.97,1.07
2017-10-24 17:30:01,2017-10-24 17:30:33,Telstra Internet,Internode (Brisbane),5.31,16.219,31.06,0.91
2017-10-24 18:30:01,2017-10-24 18:30:32,Telstra Internet,AARNet (Brisbane),5.31,19.603,34.99,1.5
2017-10-24 19:00:01,2017-10-24 19:00:29,Telstra Internet,Foxtel Broadband (Brisbane),5.31,17.087,30.16,1.15
2017-10-24 19:30:01,2017-10-24 19:30:28,Telstra Internet,Telstra (Brisbane),5.31,16.216,34.33,1.11
2017-10-24 20:00:01,2017-10-24 20:00:27,Telstra Internet,Telstra (Brisbane),5.31,12.461,33.74,1.13
2017-10-24 20:30:01,2017-10-24 20:30:28,Telstra Internet,Telstra (Brisbane),5.31,17.141,34.66,1.07
2017-10-24 21:00:01,2017-10-24 21:00:26,Telstra Internet,Internode (Brisbane),5.31,16.425,27.98,1.33
2017-10-24 21:30:01,2017-10-24 21:30:29,Telstra Internet,Telstra (Brisbane),5.31,17.397,35.03,1.1
2017-10-24 22:30:01,2017-10-24 22:30:27,Telstra Internet,Telstra (Brisbane),5.31,19.47,34.32,1.15
2017-10-24 23:00:01,2017-10-24 23:00:33,Telstra Internet,AARNet (Brisbane),5.31,16.805,34.49,1.44
2017-10-24 23:30:01,2017-10-24 23:30:31,Telstra Internet,AARNet (Brisbane),5.31,15.281,34.67,1.65
2017-10-25 00:30:01,2017-10-25 00:30:28,Telstra Internet,Telstra (Brisbane),5.31,16.322,34.47,1.2
2017-10-25 01:00:01,2017-10-25 01:00:35,Telstra Internet,Telstra (Brisbane),5.31,16.76,34.26,1.17
2017-10-25 01:30:01,2017-10-25 01:30:27,Telstra Internet,Telstra (Brisbane),5.31,15.348,34.78,1.2
2017-10-25 02:30:01,2017-10-25 02:30:27,Telstra Internet,Telstra (Brisbane),5.31,15.312,35.25,1.14
2017-10-25 03:30:01,2017-10-25 03:30:34,Telstra Internet,AARNet (Brisbane),5.31,15.752,35.05,1.68
2017-10-25 04:30:01,2017-10-25 04:30:33,Telstra Internet,AARNet (Brisbane),5.31,15.323,34.99,1.67
2017-10-25 05:00:01,2017-10-25 05:00:25,Telstra Internet,Telstra (Brisbane),5.31,13.457,34.37,1.4
2017-10-25 05:30:01,2017-10-25 05:30:37,Telstra Internet,Telstra (Brisbane),5.31,13.322,34.32,1.13
2017-10-25 07:00:01,2017-10-25 07:00:28,Telstra Internet,Telstra (Brisbane),5.31,15.546,34.32,1.15
2017-10-25 07:30:01,2017-10-25 07:30:37,Telstra Internet,'Yes' Optus (Brisbane),5.31,16.661,35.67,1.07
2017-10-25 08:30:01,2017-10-25 08:30:29,Telstra Internet,Telstra (Brisbane),5.31,16.058,34.63,1.06
2017-10-25 09:30:01,2017-10-25 09:30:28,Telstra Internet,Telstra (Brisbane),5.31,15.959,33.99,1.24
2017-10-25 10:00:01,2017-10-25 10:00:34,Telstra Internet,Telstra (Brisbane),5.31,14.312,34.79,1
2017-10-25 10:30:01,2017-10-25 10:30:28,Telstra Internet,Telstra (Brisbane),5.31,14.317,34.71,1.09
2017-10-25 11:00:01,2017-10-25 11:00:28,Telstra Internet,Telstra (Brisbane),5.31,17.456,34.55,1.13
2017-10-25 11:30:01,2017-10-25 11:30:34,Telstra Internet,Telstra (Brisbane),5.31,14.605,34.52,0.85
2017-10-25 12:30:01,2017-10-25 12:30:33,Telstra Internet,AARNet (Brisbane),5.31,14.446,35.22,1.43
2017-10-25 13:30:01,2017-10-25 13:30:32,Telstra Internet,Telstra (Brisbane),5.31,15.286,35.05,1.26
2017-10-25 14:30:01,2017-10-25 14:30:37,Telstra Internet,Telstra (Brisbane),5.31,15.522,34.34,1.04
2017-10-25 15:00:01,2017-10-25 15:00:31,Telstra Internet,AARNet (Brisbane),5.31,15.507,34.26,1.55
2017-10-25 15:30:01,2017-10-25 15:30:26,Telstra Internet,Telstra (Brisbane),5.31,14.015,34.32,1.28
2017-10-25 16:30:01,2017-10-25 16:30:32,Telstra Internet,AARNet (Brisbane),5.31,16.891,35.46,1.55
2017-10-25 17:00:01,2017-10-25 17:00:38,Telstra Internet,Telstra (Brisbane),5.31,14.825,34.12,1.09
2017-10-25 17:30:01,2017-10-25 17:30:28,Telstra Internet,Telstra (Brisbane),5.31,15.368,34.03,1.12
2017-10-25 18:30:01,2017-10-25 18:30:32,Telstra Internet,Internode (Brisbane),5.31,16.558,29.55,0.96
2017-10-25 19:30:01,2017-10-25 19:30:31,Telstra Internet,Telstra (Brisbane),5.31,15.681,34.41,0.88
2017-10-25 20:00:01,2017-10-25 20:00:32,Telstra Internet,Telstra (Brisbane),5.31,14.375,30.8,1.05
2017-10-25 20:30:01,2017-10-25 20:30:29,Telstra Internet,AARNet (Brisbane),5.31,20.196,34.83,1.89
2017-10-25 21:00:01,2017-10-25 21:00:28,Telstra Internet,Internode (Brisbane),5.31,20.149,30.77,1.14
2017-10-25 21:30:01,2017-10-25 21:30:29,Telstra Internet,Internode (Brisbane),5.31,17.207,29.26,0.93
2017-10-25 22:00:01,2017-10-25 22:00:31,Telstra Internet,Internode (Brisbane),5.31,18.895,29.31,0.75
2017-10-25 22:30:01,2017-10-25 22:30:26,Telstra Internet,Telstra (Brisbane),5.31,16.955,30.3,1.23
2017-10-25 23:00:01,2017-10-25 23:00:27,Telstra Internet,AARNet (Brisbane),5.31,17.99,34.81,2.08
2017-10-25 23:30:01,2017-10-25 23:30:29,Telstra Internet,Telstra (Brisbane),5.31,15.525,33.91,1.03
2017-10-26 00:00:01,2017-10-26 00:00:31,Telstra Internet,Foxtel Broadband (Brisbane),5.31,17.692,27.17,0.91
2017-10-26 00:30:01,2017-10-26 00:30:28,Telstra Internet,Telstra (Brisbane),5.31,16.34,34.01,1.12
2017-10-26 02:00:02,2017-10-26 02:00:38,Telstra Internet,Telstra (Brisbane),5.31,14.919,32.37,1.05
2017-10-26 02:30:01,2017-10-26 02:30:29,Telstra Internet,Telstra (Brisbane),5.31,17.642,34.45,1.03
2017-10-26 03:30:01,2017-10-26 03:30:29,Telstra Internet,Telstra (Brisbane),5.31,14.195,34.71,1.05
2017-10-26 04:00:01,2017-10-26 04:00:29,Telstra Internet,'Yes' Optus (Brisbane),5.31,15.414,34.95,1.08
2017-10-26 04:30:01,2017-10-26 04:30:29,Telstra Internet,Telstra (Brisbane),5.31,15.273,34.87,1.03
2017-10-26 05:00:01,2017-10-26 05:00:31,Telstra Internet,Telstra (Brisbane),5.31,13.664,34.93,0.96
2017-10-26 05:30:01,2017-10-26 05:30:27,Telstra Internet,Telstra (Brisbane),5.31,14.058,34.36,1.19
2017-10-26 06:30:01,2017-10-26 06:30:30,Telstra Internet,AARNet (Brisbane),5.31,15.86,35.12,1.75
2017-10-26 07:00:02,2017-10-26 07:00:31,Telstra Internet,Foxtel Broadband (Brisbane),5.31,16.661,29.65,1.05
2017-10-26 07:30:01,2017-10-26 07:30:25,Telstra Internet,Telstra (Brisbane),5.31,16.092,33.97,1.47
2017-10-26 08:00:01,2017-10-26 08:00:28,Telstra Internet,'Yes' Optus (Brisbane),5.31,15.508,35.55,1.12
2017-10-26 08:30:01,2017-10-26 08:30:30,Telstra Internet,Telstra (Brisbane),5.31,13.807,34.95,0.97
2017-10-26 09:30:01,2017-10-26 09:30:37,Telstra Internet,Telstra (Brisbane),5.31,15.442,34.34,1.23
2017-10-26 10:00:01,2017-10-26 10:00:29,Telstra Internet,Internode (Brisbane),5.31,17.951,33.84,0.99
2017-10-26 10:30:01,2017-10-26 10:30:31,Telstra Internet,Telstra (Brisbane),5.31,16.389,34.62,0.93
2017-10-26 11:00:01,2017-10-26 11:00:40,Telstra Internet,AARNet (Brisbane),5.31,15.894,35.01,1.45
2017-10-26 11:30:01,2017-10-26 11:30:26,Telstra Internet,Telstra (Brisbane),5.31,13.212,34.79,1.26
2017-10-26 12:00:01,2017-10-26 12:00:25,Telstra Internet,Telstra (Brisbane),5.31,13.864,34.22,1.35
2017-10-26 12:30:01,2017-10-26 12:30:30,Telstra Internet,Telstra (Brisbane),5.31,15.91,34.99,0.99
