datetimestart,datetimestop,provider,server,distance,ping,download,upload
2018-06-15 20:00:01,2018-06-15 20:00:24,Telstra Internet,Telstra (Brisbane),5.31,18.397,52.93,5.05
2018-06-15 20:30:01,2018-06-15 20:30:27,Telstra Internet,Telstra (Brisbane),5.31,17.577,53.87,4.97
2018-06-15 21:00:01,2018-06-15 21:00:27,Telstra Internet,Telstra (Brisbane),5.31,14.157,53.54,4.34
2018-06-15 21:30:01,2018-06-15 21:30:23,Telstra Internet,Telstra (Brisbane),5.31,15.789,54.28,4.72
2018-06-15 22:00:01,2018-06-15 22:00:26,Telstra Internet,Telstra (Brisbane),5.31,17.247,51.46,5.46
2018-06-15 22:30:01,2018-06-15 22:30:25,Telstra Internet,Internode (Brisbane),5.31,16.221,47.07,5.24
2018-06-15 23:00:01,2018-06-15 23:00:25,Telstra Internet,Telstra (Brisbane),5.31,17.272,53.19,5.4
2018-06-15 23:30:01,2018-06-15 23:30:24,Telstra Internet,Telstra (Brisbane),5.31,15.855,52.74,5.2
2018-06-16 00:00:02,2018-06-16 00:00:24,Telstra Internet,'Yes' Optus (Brisbane),5.31,19.601,54.97,5.18
2018-06-16 00:30:01,2018-06-16 00:30:24,Telstra Internet,AARNet (Brisbane),5.31,15.797,56.37,5.85
2018-06-16 01:00:01,2018-06-16 01:00:23,Telstra Internet,Telstra (Brisbane),5.31,15.657,54.73,5.17
2018-06-16 01:30:01,2018-06-16 01:30:23,Telstra Internet,Telstra (Brisbane),5.31,13.829,55.04,5.33
2018-06-16 02:00:01,2018-06-16 02:00:24,Telstra Internet,Telstra (Brisbane),5.31,13.425,54.48,4.99
2018-06-16 02:30:01,2018-06-16 02:30:23,Telstra Internet,Telstra (Brisbane),5.31,14.157,51.26,5.27
2018-06-16 03:00:01,2018-06-16 03:00:25,Telstra Internet,Telstra (Brisbane),5.31,13.839,54.8,5.04
2018-06-16 10:00:01,2018-06-16 10:00:28,Telstra Internet,Telstra (Brisbane),5.31,16.44,53.24,5.12
2018-06-16 10:30:01,2018-06-16 10:30:28,Telstra Internet,AARNet (Brisbane),5.31,19.806,41.25,4.39
2018-06-16 11:00:01,2018-06-16 11:00:23,Telstra Internet,Telstra (Brisbane),5.31,17.045,54.28,5.53
2018-06-16 11:30:01,2018-06-16 11:30:23,Telstra Internet,Telstra (Brisbane),5.31,15.59,54.76,5.38
2018-06-16 12:00:01,2018-06-16 12:00:24,Telstra Internet,Internode (Brisbane),5.31,17.344,50.87,5.45
2018-06-16 12:30:02,2018-06-16 12:30:27,Telstra Internet,Telstra (Brisbane),5.31,12.924,54.67,5.27
2018-06-16 13:00:01,2018-06-16 13:00:23,Telstra Internet,Telstra (Brisbane),5.31,13.719,54.46,5.31
2018-06-16 13:30:01,2018-06-16 13:30:24,Telstra Internet,Telstra (Brisbane),5.31,14.724,54.77,5.18
2018-06-16 14:00:01,2018-06-16 14:00:24,Telstra Internet,Internode (Brisbane),5.31,17.728,52.39,5.07
2018-06-16 14:30:01,2018-06-16 14:30:24,Telstra Internet,Telstra (Brisbane),5.31,16.58,54.24,5.28
2018-06-16 15:00:01,2018-06-16 15:00:24,Telstra Internet,Telstra (Brisbane),5.31,16.949,54.77,5.24
2018-06-16 15:30:01,2018-06-16 15:30:23,Telstra Internet,Telstra (Brisbane),5.31,16.458,51.03,5.02
2018-06-16 16:00:01,2018-06-16 16:00:24,Telstra Internet,Telstra (Brisbane),5.31,16.527,53.06,4.64
2018-06-16 16:30:01,2018-06-16 16:30:23,Telstra Internet,Telstra (Brisbane),5.31,17.847,54.9,4.97
2018-06-16 17:00:01,2018-06-16 17:00:23,Telstra Internet,'Yes' Optus (Brisbane),5.31,17.438,50.84,5.26
2018-06-16 17:30:01,2018-06-16 17:30:25,Telstra Internet,AARNet (Brisbane),5.31,18.552,55.22,5.67
2018-06-16 18:00:01,2018-06-16 18:00:26,Telstra Internet,AARNet (Brisbane),5.31,20.101,53.02,5.45
2018-06-16 18:30:01,2018-06-16 18:30:23,Telstra Internet,Telstra (Brisbane),5.31,16.563,53.02,5.05
2018-06-16 19:00:01,2018-06-16 19:00:25,Telstra Internet,AARNet (Brisbane),5.31,19.699,51.46,5.15
2018-06-16 19:30:01,2018-06-16 19:30:25,Telstra Internet,Telstra (Brisbane),5.31,14.518,45.92,5.32
2018-06-16 20:00:01,2018-06-16 20:00:27,Telstra Internet,Telstra (Brisbane),5.31,14.823,53.68,5.49
2018-06-16 20:30:01,2018-06-16 20:30:26,Telstra Internet,Internode (Brisbane),5.31,17.929,48.97,5.19
2018-06-16 21:00:01,2018-06-16 21:00:25,Telstra Internet,AARNet (Brisbane),5.31,18.431,49.79,5.2
2018-06-16 21:30:01,2018-06-16 21:30:23,Telstra Internet,Telstra (Brisbane),5.31,16.593,52.1,5.18
2018-06-16 22:00:01,2018-06-16 22:00:24,Telstra Internet,Telstra (Brisbane),5.31,19.933,52.88,5.14
2018-06-16 22:30:01,2018-06-16 22:30:26,Telstra Internet,Internode (Brisbane),5.31,17.375,47.99,5.06
2018-06-16 23:00:01,2018-06-16 23:00:24,Telstra Internet,Telstra (Brisbane),5.31,16.725,53.06,5.33
2018-06-16 23:30:01,2018-06-16 23:30:24,Telstra Internet,Telstra (Brisbane),5.31,16.335,55.31,5.13
2018-06-17 00:00:01,2018-06-17 00:00:24,Telstra Internet,Telstra (Brisbane),5.31,17.703,51.71,5.21
2018-06-17 00:30:01,2018-06-17 00:30:24,Telstra Internet,Telstra (Brisbane),5.31,16.39,55.14,5.29
2018-06-17 01:00:01,2018-06-17 01:00:27,Telstra Internet,Telstra (Brisbane),5.31,15.753,52.27,5.11
2018-06-17 01:30:01,2018-06-17 01:30:26,Telstra Internet,Internode (Brisbane),5.31,21.153,49.01,5.23
2018-06-17 02:00:01,2018-06-17 02:00:23,Telstra Internet,Telstra (Brisbane),5.31,13.364,53.94,5.21
2018-06-17 02:30:01,2018-06-17 02:30:24,Telstra Internet,Telstra (Brisbane),5.31,14.208,54.66,5.3
2018-06-17 03:00:01,2018-06-17 03:00:24,Telstra Internet,Telstra (Brisbane),5.31,16.526,54.64,5.3
2018-06-17 03:30:01,2018-06-17 03:30:24,Telstra Internet,Telstra (Brisbane),5.31,15.074,54.27,5.19
2018-06-17 04:00:01,2018-06-17 04:00:24,Telstra Internet,Internode (Brisbane),5.31,16.907,51.01,5.12
2018-06-17 04:30:01,2018-06-17 04:30:23,Telstra Internet,Telstra (Brisbane),5.31,15.489,54.78,4.88
2018-06-17 05:00:01,2018-06-17 05:00:32,Telstra Internet,Telstra (Brisbane),5.31,14.963,54.99,5.4
2018-06-17 05:30:01,2018-06-17 05:30:24,Telstra Internet,Telstra (Brisbane),5.31,14.051,54.5,5.15
2018-06-17 06:00:01,2018-06-17 06:00:27,Telstra Internet,Telstra (Brisbane),5.31,13.506,54.53,5.45
2018-06-17 06:30:01,2018-06-17 06:30:24,Telstra Internet,Telstra (Brisbane),5.31,17.482,54.46,5.34
2018-06-17 07:00:01,2018-06-17 07:00:23,Telstra Internet,Telstra (Brisbane),5.31,13.174,54.26,5.45
2018-06-17 07:30:01,2018-06-17 07:30:29,Telstra Internet,Telstra (Brisbane),5.31,14.402,55.12,5.24
2018-06-17 08:00:01,2018-06-17 08:00:24,Telstra Internet,AARNet (Brisbane),5.31,15.365,55.8,5.8
2018-06-17 08:30:01,2018-06-17 08:30:28,Telstra Internet,AARNet (Brisbane),5.31,17.942,55.79,5.19
2018-06-17 09:00:01,2018-06-17 09:00:24,Telstra Internet,Telstra (Brisbane),5.31,18.12,54.09,4.98
2018-06-17 09:30:01,2018-06-17 09:30:23,Telstra Internet,Telstra (Brisbane),5.31,15.912,53.7,5.31
2018-06-17 10:00:01,2018-06-17 10:00:24,Telstra Internet,Telstra (Brisbane),5.31,16.333,54.53,5.02
2018-06-17 10:30:01,2018-06-17 10:30:23,Telstra Internet,Telstra (Brisbane),5.31,15.082,53.71,5.36
2018-06-17 11:00:01,2018-06-17 11:00:27,Telstra Internet,Telstra (Brisbane),5.31,15.704,54.43,4.13
2018-06-17 11:30:01,2018-06-17 11:30:25,Telstra Internet,AARNet (Brisbane),5.31,18.585,56.38,4.76
2018-06-17 12:00:01,2018-06-17 12:00:23,Telstra Internet,Telstra (Brisbane),5.31,17.319,51.4,5.29
2018-06-17 12:30:01,2018-06-17 12:30:23,Telstra Internet,AARNet (Brisbane),5.31,18.498,51.81,6.39
2018-06-17 13:00:01,2018-06-17 13:00:24,Telstra Internet,Telstra (Brisbane),5.31,17.366,54.98,5.09
2018-06-17 13:30:01,2018-06-17 13:30:30,Telstra Internet,Telstra (Brisbane),5.31,16.297,51.98,5.21
2018-06-17 14:00:01,2018-06-17 14:00:23,Telstra Internet,'Yes' Optus (Brisbane),5.31,17.842,49.37,5.21
2018-06-17 14:30:01,2018-06-17 14:30:25,Telstra Internet,Telstra (Brisbane),5.31,16.23,53.49,4.97
2018-06-17 15:00:01,2018-06-17 15:00:23,Telstra Internet,Telstra (Brisbane),5.31,17.082,52.65,4.99
2018-06-17 15:30:01,2018-06-17 15:30:24,Telstra Internet,AARNet (Brisbane),5.31,18.068,55.69,5.21
2018-06-17 16:00:01,2018-06-17 16:00:24,Telstra Internet,AARNet (Brisbane),5.31,19.45,55.36,4.72
2018-06-17 16:30:01,2018-06-17 16:30:23,Telstra Internet,Telstra (Brisbane),5.31,15.792,53.87,5.24
2018-06-17 17:00:01,2018-06-17 17:00:24,Telstra Internet,Telstra (Brisbane),5.31,17.88,54.72,5.43
2018-06-17 17:30:01,2018-06-17 17:30:24,Telstra Internet,AARNet (Brisbane),5.31,16.185,52.59,5.17
2018-06-17 18:00:01,2018-06-17 18:00:25,Telstra Internet,AARNet (Brisbane),5.31,19.15,51.49,5.79
2018-06-17 18:30:01,2018-06-17 18:30:24,Telstra Internet,Telstra (Brisbane),5.31,17.169,51.23,5.21
2018-06-17 19:00:01,2018-06-17 19:00:24,Telstra Internet,Telstra (Brisbane),5.31,19.516,55.54,5.12
2018-06-17 19:30:01,2018-06-17 19:30:24,Telstra Internet,AARNet (Brisbane),5.31,19.302,54.12,5.7
2018-06-17 20:00:01,2018-06-17 20:00:24,Telstra Internet,'Yes' Optus (Brisbane),5.31,18.326,55.19,5.15
2018-06-17 20:30:01,2018-06-17 20:30:23,Telstra Internet,Telstra (Brisbane),5.31,15.403,52.06,5.29
2018-06-17 21:00:01,2018-06-17 21:00:24,Telstra Internet,AARNet (Brisbane),5.31,18.423,54.13,5.11
2018-06-17 21:30:01,2018-06-17 21:30:25,Telstra Internet,Telstra (Brisbane),5.31,17.045,54.33,5.28
2018-06-17 22:00:01,2018-06-17 22:00:23,Telstra Internet,Telstra (Brisbane),5.31,17.294,55.04,5.34
2018-06-17 22:30:01,2018-06-17 22:30:23,Telstra Internet,Telstra (Brisbane),5.31,17.183,53.3,5.11
2018-06-17 23:00:01,2018-06-17 23:00:24,Telstra Internet,Telstra (Brisbane),5.31,15.7,54.17,4.82
2018-06-17 23:30:01,2018-06-17 23:30:24,Telstra Internet,Telstra (Brisbane),5.31,18.013,54.54,5.37
2018-06-18 00:00:01,2018-06-18 00:00:47,Telstra Internet,'Yes' Optus (Brisbane),5.31,559.153,3.27,1.31
2018-06-18 00:30:01,2018-06-18 00:30:24,Telstra Internet,Telstra (Brisbane),5.31,13.646,53.75,4.98
2018-06-18 01:00:01,2018-06-18 01:00:23,Telstra Internet,Telstra (Brisbane),5.31,14.142,55.02,5.16
2018-06-18 01:30:01,2018-06-18 01:30:24,Telstra Internet,Telstra (Brisbane),5.31,15.32,54.5,5.24
2018-06-18 02:00:01,2018-06-18 02:00:27,Telstra Internet,Telstra (Brisbane),5.31,13.456,54.24,4.61
2018-06-18 02:30:01,2018-06-18 02:30:24,Telstra Internet,Telstra (Brisbane),5.31,13.88,55.21,4.96
2018-06-18 03:00:01,2018-06-18 03:00:23,Telstra Internet,Telstra (Brisbane),5.31,14.331,54.5,5.49
2018-06-18 03:30:01,2018-06-18 03:30:23,Telstra Internet,Telstra (Brisbane),5.31,15.341,52.65,5.34
2018-06-18 04:00:01,2018-06-18 04:00:24,Telstra Internet,Telstra (Brisbane),5.31,15.43,54.5,4.97
2018-06-18 04:30:01,2018-06-18 04:30:23,Telstra Internet,Telstra (Brisbane),5.31,14.528,54.8,5.53
2018-06-18 05:00:01,2018-06-18 05:00:23,Telstra Internet,Telstra (Brisbane),5.31,14.738,54.65,5.29
2018-06-18 05:30:01,2018-06-18 05:30:25,Telstra Internet,Telstra (Brisbane),5.31,14.175,55.12,4.99
2018-06-18 06:00:01,2018-06-18 06:00:23,Telstra Internet,Telstra (Brisbane),5.31,13.436,54.31,5.37
2018-06-18 06:30:01,2018-06-18 06:30:24,Telstra Internet,'Yes' Optus (Brisbane),5.31,15.354,56.22,4.91
2018-06-18 07:00:01,2018-06-18 07:00:31,Telstra Internet,Telstra (Brisbane),5.31,14.506,54.8,3.98
2018-06-18 07:30:01,2018-06-18 07:30:25,Telstra Internet,Telstra (Brisbane),5.31,14.435,54.78,4.75
2018-06-18 08:00:01,2018-06-18 08:00:24,Telstra Internet,Internode (Brisbane),5.31,17.037,49.53,5.2
2018-06-18 08:30:01,2018-06-18 08:30:23,Telstra Internet,Telstra (Brisbane),5.31,15.284,54.27,5.41
2018-06-18 09:00:01,2018-06-18 09:00:25,Telstra Internet,AARNet (Brisbane),5.31,16.108,55.3,5.37
2018-06-18 09:30:01,2018-06-18 09:30:23,Telstra Internet,Telstra (Brisbane),5.31,16.504,54.79,5.48
2018-06-18 10:00:01,2018-06-18 10:00:25,Telstra Internet,Telstra (Brisbane),5.31,17.563,54.77,5.22
2018-06-18 10:30:01,2018-06-18 10:30:26,Telstra Internet,Telstra (Brisbane),5.31,15.198,54.8,5.41
2018-06-18 11:00:01,2018-06-18 11:00:24,Telstra Internet,Telstra (Brisbane),5.31,15.859,54.82,5.27
2018-06-18 11:30:01,2018-06-18 11:30:24,Telstra Internet,Telstra (Brisbane),5.31,16.284,54.51,5.17
2018-06-18 12:00:01,2018-06-18 12:00:25,Telstra Internet,Telstra (Brisbane),5.31,17.726,55.01,5.25
2018-06-18 12:30:01,2018-06-18 12:30:24,Telstra Internet,Telstra (Brisbane),5.31,15.239,54.43,5.49
2018-06-18 13:00:01,2018-06-18 13:00:24,Telstra Internet,Telstra (Brisbane),5.31,16.529,54,4.94
2018-06-18 13:30:01,2018-06-18 13:30:27,Telstra Internet,AARNet (Brisbane),5.31,17.199,54.88,5.36
2018-06-18 14:00:01,2018-06-18 14:00:25,Telstra Internet,Telstra (Brisbane),5.31,14.006,54.18,5.64
2018-06-18 14:30:01,2018-06-18 14:30:24,Telstra Internet,Telstra (Brisbane),5.31,15.598,54.22,5.09
2018-06-18 15:00:01,2018-06-18 15:00:23,Telstra Internet,Telstra (Brisbane),5.31,14.195,55.03,5.26
2018-06-18 15:30:01,2018-06-18 15:30:24,Telstra Internet,Telstra (Brisbane),5.31,16.751,54.48,5.32
2018-06-18 16:00:01,2018-06-18 16:00:25,Telstra Internet,Internode (Brisbane),5.31,18.356,49.86,5.02
2018-06-18 16:30:01,2018-06-18 16:30:25,Telstra Internet,Internode (Brisbane),5.31,17.623,50.56,4.7
2018-06-18 17:00:01,2018-06-18 17:00:25,Telstra Internet,Telstra (Brisbane),5.31,13.455,55.22,4.87
2018-06-18 17:30:01,2018-06-18 17:30:25,Telstra Internet,Telstra (Brisbane),5.31,17.314,54.58,5.45
2018-06-18 18:00:01,2018-06-18 18:00:23,Telstra Internet,Telstra (Brisbane),5.31,16.534,55.1,5.31
2018-06-18 18:30:01,2018-06-18 18:30:24,Telstra Internet,Telstra (Brisbane),5.31,16.495,54.71,5.17
2018-06-18 19:00:01,2018-06-18 19:00:23,Telstra Internet,AARNet (Brisbane),5.31,17.932,55.79,6.51
2018-06-18 19:30:01,2018-06-18 19:30:24,Telstra Internet,Internode (Brisbane),5.31,16.978,52.49,4.9
2018-06-18 20:00:01,2018-06-18 20:00:24,Telstra Internet,AARNet (Brisbane),5.31,17.085,54.8,6.25
2018-06-18 20:30:01,2018-06-18 20:30:24,Telstra Internet,Telstra (Brisbane),5.31,16.033,52.89,5.21
2018-06-18 21:00:01,2018-06-18 21:00:24,Telstra Internet,Telstra (Brisbane),5.31,13.388,53.5,5.32
2018-06-18 21:30:01,2018-06-18 21:30:23,Telstra Internet,Telstra (Brisbane),5.31,17.501,54.15,5.29
2018-06-18 22:00:01,2018-06-18 22:00:26,Telstra Internet,Telstra (Brisbane),5.31,17.12,52.63,5.39
2018-06-18 22:30:01,2018-06-18 22:30:25,Telstra Internet,Internode (Brisbane),5.31,19.156,46.84,4.01
2018-06-18 23:00:01,2018-06-18 23:00:23,Telstra Internet,Telstra (Brisbane),5.31,18.321,52.43,3.73
2018-06-18 23:30:01,2018-06-18 23:30:23,Telstra Internet,Telstra (Brisbane),5.31,13.074,54.82,5.12
2018-06-19 00:00:01,2018-06-19 00:00:25,Telstra Internet,Internode (Brisbane),5.31,17.037,49.44,4.81
2018-06-19 00:30:02,2018-06-19 00:30:24,Telstra Internet,Telstra (Brisbane),5.31,16.053,55.11,5.55
2018-06-19 01:00:01,2018-06-19 01:00:23,Telstra Internet,Telstra (Brisbane),5.31,13.487,54.46,5.35
2018-06-19 01:30:01,2018-06-19 01:30:23,Telstra Internet,Telstra (Brisbane),5.31,12.36,54.66,4.21
2018-06-19 02:00:01,2018-06-19 02:00:24,Telstra Internet,Telstra (Brisbane),5.31,14.95,55,5.02
2018-06-19 02:30:01,2018-06-19 02:30:23,Telstra Internet,Telstra (Brisbane),5.31,15.415,54.49,5.27
2018-06-19 03:00:01,2018-06-19 03:00:24,Telstra Internet,Telstra (Brisbane),5.31,13.441,54.29,5.23
2018-06-19 03:30:01,2018-06-19 03:30:22,Telstra Internet,'Yes' Optus (Brisbane),5.31,14.959,56.56,5.23
2018-06-19 04:00:01,2018-06-19 04:00:24,Telstra Internet,Telstra (Brisbane),5.31,13.595,55,5.2
2018-06-19 04:30:01,2018-06-19 04:30:23,Telstra Internet,Telstra (Brisbane),5.31,14.249,54.84,5.16
2018-06-19 05:00:01,2018-06-19 05:00:24,Telstra Internet,Telstra (Brisbane),5.31,15.063,55,5.23
2018-06-19 05:30:01,2018-06-19 05:30:23,Telstra Internet,Telstra (Brisbane),5.31,13.998,55.3,5.42
2018-06-19 06:00:01,2018-06-19 06:00:27,Telstra Internet,Telstra (Brisbane),5.31,15.223,55.16,5.41
2018-06-19 06:30:01,2018-06-19 06:30:24,Telstra Internet,Telstra (Brisbane),5.31,13.87,55.47,5.12
2018-06-19 07:00:01,2018-06-19 07:00:23,Telstra Internet,Telstra (Brisbane),5.31,12.935,54.1,5.17
2018-06-19 07:30:01,2018-06-19 07:30:24,Telstra Internet,Telstra (Brisbane),5.31,14.258,53.97,5.15
2018-06-19 08:00:01,2018-06-19 08:00:24,Telstra Internet,Telstra (Brisbane),5.31,16.659,53.78,5.21
2018-06-19 08:30:01,2018-06-19 08:30:23,Telstra Internet,Telstra (Brisbane),5.31,16.564,54.64,5.44
2018-06-19 09:00:01,2018-06-19 09:00:24,Telstra Internet,Telstra (Brisbane),5.31,13.947,54.51,4.52
2018-06-19 09:30:01,2018-06-19 09:30:24,Telstra Internet,Telstra (Brisbane),5.31,15.194,54.74,4.74
2018-06-19 10:00:01,2018-06-19 10:00:23,Telstra Internet,Telstra (Brisbane),5.31,15.148,53.66,5.3
2018-06-19 10:30:01,2018-06-19 10:30:25,Telstra Internet,Telstra (Brisbane),5.31,16.615,54.17,4.63
2018-06-19 11:00:01,2018-06-19 11:00:23,Telstra Internet,Telstra (Brisbane),5.31,13.153,53.23,5.23
2018-06-19 11:30:01,2018-06-19 11:30:24,Telstra Internet,Telstra (Brisbane),5.31,16.255,54.24,5.27
2018-06-19 12:00:01,2018-06-19 12:00:28,Telstra Internet,AARNet (Brisbane),5.31,15.759,56.36,4.47
2018-06-19 12:30:01,2018-06-19 12:30:24,Telstra Internet,Telstra (Brisbane),5.31,12.989,54.6,4.92
2018-06-19 13:00:01,2018-06-19 13:00:26,Telstra Internet,AARNet (Brisbane),5.31,17.455,56.37,5.36
2018-06-19 13:30:01,2018-06-19 13:30:24,Telstra Internet,Telstra (Brisbane),5.31,13.225,54.47,5.41
2018-06-19 14:00:01,2018-06-19 14:00:23,Telstra Internet,Telstra (Brisbane),5.31,16.119,54.4,5.14
2018-06-19 14:30:01,2018-06-19 14:30:24,Telstra Internet,Telstra (Brisbane),5.31,16.008,54.29,4.94
2018-06-19 15:00:01,2018-06-19 15:00:24,Telstra Internet,Telstra (Brisbane),5.31,17.703,54.08,4.98
2018-06-19 15:30:01,2018-06-19 15:30:23,Telstra Internet,AARNet (Brisbane),5.31,17.371,56.35,6.01
2018-06-19 16:00:01,2018-06-19 16:00:24,Telstra Internet,Telstra (Brisbane),5.31,15.872,54.28,5.17
2018-06-19 16:30:01,2018-06-19 16:30:23,Telstra Internet,Telstra (Brisbane),5.31,15.304,54.98,5.01
2018-06-19 17:00:01,2018-06-19 17:00:24,Telstra Internet,Telstra (Brisbane),5.31,16.266,46.76,5.28
2018-06-19 17:30:01,2018-06-19 17:30:23,Telstra Internet,Telstra (Brisbane),5.31,16.056,53.75,5.49
2018-06-19 18:00:01,2018-06-19 18:00:25,Telstra Internet,Telstra (Brisbane),5.31,15.703,54.41,5.1
2018-06-19 18:30:01,2018-06-19 18:30:23,Telstra Internet,Telstra (Brisbane),5.31,13.573,54.43,5.16
2018-06-19 19:00:01,2018-06-19 19:00:24,Telstra Internet,Telstra (Brisbane),5.31,13.521,54.93,4.87
2018-06-19 19:30:01,2018-06-19 19:30:23,Telstra Internet,Telstra (Brisbane),5.31,14.323,54.67,5.22
2018-06-19 20:00:01,2018-06-19 20:00:24,Telstra Internet,Telstra (Brisbane),5.31,14.883,55.21,5.25
2018-06-19 20:30:01,2018-06-19 20:30:26,Telstra Internet,Telstra (Brisbane),5.31,13.428,54.65,4.62
2018-06-19 21:00:01,2018-06-19 21:00:25,Telstra Internet,Internode (Brisbane),5.31,17.743,45.89,5.12
2018-06-19 21:30:01,2018-06-19 21:30:24,Telstra Internet,Telstra (Brisbane),5.31,15.485,52.8,5.18
2018-06-19 22:00:01,2018-06-19 22:00:24,Telstra Internet,AARNet (Brisbane),5.31,19.551,51.69,4.76
2018-06-19 22:30:01,2018-06-19 22:30:23,Telstra Internet,Telstra (Brisbane),5.31,16.858,53.77,5.02
2018-06-19 23:00:01,2018-06-19 23:00:24,Telstra Internet,Telstra (Brisbane),5.31,16.981,52.12,4.48
2018-06-19 23:30:01,2018-06-19 23:30:24,Telstra Internet,Internode (Brisbane),5.31,16.858,48.82,5.11
2018-06-20 00:00:01,2018-06-20 00:00:24,Telstra Internet,Telstra (Brisbane),5.31,15.233,54.76,5.21
2018-06-20 00:30:01,2018-06-20 00:30:23,Telstra Internet,Telstra (Brisbane),5.31,14.256,54.97,5.48
2018-06-20 01:00:01,2018-06-20 01:00:23,Telstra Internet,Telstra (Brisbane),5.31,14.498,54.82,5.23
2018-06-20 01:30:01,2018-06-20 01:30:26,Telstra Internet,Telstra (Brisbane),5.31,14.25,54.73,4.89
2018-06-20 02:00:01,2018-06-20 02:00:23,Telstra Internet,Telstra (Brisbane),5.31,13.258,55.25,5.36
2018-06-20 02:30:01,2018-06-20 02:30:24,Telstra Internet,Telstra (Brisbane),5.31,16.002,54.3,5.17
2018-06-20 03:00:01,2018-06-20 03:00:23,Telstra Internet,Telstra (Brisbane),5.31,12.162,55.56,5.29
2018-06-20 03:30:01,2018-06-20 03:30:23,Telstra Internet,Telstra (Brisbane),5.31,13.204,54.83,5.31
2018-06-20 04:00:01,2018-06-20 04:00:30,Telstra Internet,Telstra (Brisbane),5.31,14.913,54.45,5.02
2018-06-20 04:30:01,2018-06-20 04:30:26,Telstra Internet,Telstra (Brisbane),5.31,13.317,54.97,4.68
2018-06-20 05:00:01,2018-06-20 05:00:23,Telstra Internet,Telstra (Brisbane),5.31,12.734,54,5.34
2018-06-20 05:30:01,2018-06-20 05:30:25,Telstra Internet,Telstra (Brisbane),5.31,14.796,55.02,5.35
2018-06-20 06:00:01,2018-06-20 06:00:23,Telstra Internet,Telstra (Brisbane),5.31,12.357,54.4,5.34
2018-06-20 06:30:01,2018-06-20 06:30:24,Telstra Internet,Telstra (Brisbane),5.31,13.32,54.3,5.32
2018-06-20 07:00:01,2018-06-20 07:00:23,Telstra Internet,Telstra (Brisbane),5.31,15.397,54.71,5.53
2018-06-20 07:30:01,2018-06-20 07:30:24,Telstra Internet,Telstra (Brisbane),5.31,13.06,54.75,5.26
2018-06-20 08:00:01,2018-06-20 08:00:23,Telstra Internet,Telstra (Brisbane),5.31,16.502,54.47,5.07
2018-06-20 08:30:01,2018-06-20 08:30:23,Telstra Internet,Telstra (Brisbane),5.31,13.962,54.73,5
2018-06-20 09:00:01,2018-06-20 09:00:23,Telstra Internet,Telstra (Brisbane),5.31,15.493,55.52,5.17
2018-06-20 09:30:01,2018-06-20 09:30:23,Telstra Internet,Telstra (Brisbane),5.31,16.266,54.66,5.28
2018-06-20 10:00:01,2018-06-20 10:00:23,Telstra Internet,Telstra (Brisbane),5.31,14.121,54.49,5.39
2018-06-20 10:30:01,2018-06-20 10:30:24,Telstra Internet,Telstra (Brisbane),5.31,16.462,54.99,5.35
2018-06-20 11:00:01,2018-06-20 11:00:24,Telstra Internet,Telstra (Brisbane),5.31,15.46,54.37,5.34
2018-06-20 11:30:01,2018-06-20 11:30:25,Telstra Internet,Internode (Brisbane),5.31,17.518,50.04,5.22
2018-06-20 12:00:01,2018-06-20 12:00:28,Telstra Internet,Telstra (Brisbane),5.31,16.71,55,5.3
2018-06-20 12:30:01,2018-06-20 12:30:23,Telstra Internet,Telstra (Brisbane),5.31,14.157,55.17,5.51
2018-06-20 13:00:01,2018-06-20 13:00:24,Telstra Internet,Telstra (Brisbane),5.31,16.036,54.43,4.95
2018-06-20 13:30:01,2018-06-20 13:30:24,Telstra Internet,Telstra (Brisbane),5.31,14.238,54.64,5.39
2018-06-20 14:00:01,2018-06-20 14:00:24,Telstra Internet,Telstra (Brisbane),5.31,13.378,55.22,5.46
2018-06-20 14:30:01,2018-06-20 14:30:27,Telstra Internet,Telstra (Brisbane),5.31,15.236,55.01,5.13
2018-06-20 15:00:01,2018-06-20 15:00:23,Telstra Internet,Telstra (Brisbane),5.31,17.058,54.77,5.29
2018-06-20 15:30:01,2018-06-20 15:30:25,Telstra Internet,AARNet (Brisbane),5.31,15.812,43.8,6.25
2018-06-20 16:00:01,2018-06-20 16:00:25,Telstra Internet,Telstra (Brisbane),5.31,14.627,55.27,5.31
2018-06-20 16:30:01,2018-06-20 16:30:23,Telstra Internet,Telstra (Brisbane),5.31,15.632,54.72,5.56
2018-06-20 17:00:01,2018-06-20 17:00:25,Telstra Internet,Telstra (Brisbane),5.31,15.856,55.02,5.49
2018-06-20 17:30:01,2018-06-20 17:30:29,Telstra Internet,Telstra (Brisbane),5.31,14.786,54.21,5.06
2018-06-20 18:00:01,2018-06-20 18:00:24,Telstra Internet,Telstra (Brisbane),5.31,12.599,55.32,5.08
2018-06-20 18:30:01,2018-06-20 18:30:23,Telstra Internet,Telstra (Brisbane),5.31,12.269,55.31,3.64
2018-06-20 19:00:01,2018-06-20 19:00:23,Telstra Internet,'Yes' Optus (Brisbane),5.31,18.464,55.95,5.22
2018-06-20 19:30:01,2018-06-20 19:30:24,Telstra Internet,Internode (Brisbane),5.31,17.409,51.22,5.05
2018-06-20 20:00:01,2018-06-20 20:00:25,Telstra Internet,Internode (Brisbane),5.31,20.218,47.52,5.23
2018-06-20 20:30:01,2018-06-20 20:30:23,Telstra Internet,Telstra (Brisbane),5.31,14.187,53.38,4.99
